restaurant,account,name,level,comment_star,comment,
HÒU TOAST and COFFEE 厚吐司.咖啡手作專門,53c3bcfed4fdab7c0e23a7f7,大食女,愛食記部落客(704篇食記),0,台北早午餐 HOU TOAST 厚吐司！山鮮奶吐司！可愛的吐司盒子！(附MENU) 大安站美食/信義安和美食+ 2分享開啟食記›,
小珍珠烘焙坊,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,臺北最便宜的好吃肉桂捲推薦｜小珍珠烘焙坊La Petite Perle 40元手掌大香濃肉桂捲、15元蛋塔、東門站美食、東門站花園烘焙、永康街必買、肉桂捲控+ 4分享開啟食記›,
Purebread Bakery,53c2a69dd4fdab6900c0863b,Ellen's 食&旅誌,愛食記部落客(1399篇食記),0,Purebread Bakery 我愛甜酥麵包+ 1分享開啟食記›,
Purebread Bakery,544acf8bd4fdab73544afc21,桶子葉の吐司記,愛食記部落客(1107篇食記),0,Purebread Bakery -- 酸種天然酵母 回歸麵包的純樸滋味 Sourdough+ 3分享開啟食記›,
Purebread Bakery,53bdf3bdd4fdab213072997b,斑比Banbi,愛食記部落客(1380篇食記),0,"質感麵包店 Purebread Bakery:肉桂捲 可頌,台北捷運大安站四維路美食早餐+ 20分享開啟食記›",
海底撈火鍋 慶城店,55e80b0c2756dd0675346adb,寫食派Lexie's Blog,愛食記部落客(355篇食記),4,海底撈也有商業午餐，醬料飲料水果冰淇淋吃到飽+ 1分享開啟食記›,
金仙一品魯肉飯,54ff8fcf2756dd589c383597,Wisely的拍拍照寫寫字,愛食記部落客(1505篇食記),0,台北中山。一品魯肉飯︱現炸蝦捲飯套餐推薦，噴香滷肉汁好迷人～捷運中山國中站美食／錦州街美食+ 1分享開啟食記›,
金仙一品魯肉飯,588da83d2756dd542d7476e0,育萁許,(1則評論),5,味道甘醇不膩，價格也不貴表示讚賞分享,
金仙一品魯肉飯,54ddb1632756dd76b8e10df9,彼得覓食趣,愛食記部落客(420篇食記),0,捷運中山國中站附近的一品魯肉飯表示讚賞分享開啟食記›,
台北晶華酒店 Regent Taipei,54db63272756dd37fc95ac07,吳大妮,愛食記部落客(518篇食記),0,超好吃的日本北海道厚鬆餅椿Tsubaki Salon，現在台北晶華B2就吃的到表示讚賞分享開啟食記›,
台北晶華酒店 Regent Taipei,539521c740d18d4f95017815,希薇亞の食在玩味,愛食記部落客(860篇食記),0,台北晶華酒店美味實驗場Taste Lab Le Petit Chef。全世界最小廚師馬可波羅東遊記，3D投影動畫美食！+ 2分享開啟食記›,
台北晶華酒店 Regent Taipei,54bd013dd4fdab55fa939939,米兒情事,愛食記部落客(646篇食記),0,台北晶華酒店。晶華軒。捷運中山站-雙廚入駐全新氣象，精簡菜單呈現經典粵菜的優質好滋味表示讚賞分享開啟食記›,
台北晶華酒店 Regent Taipei,54aaaf5ed4fdab412286ae40,加小菲愛碎碎唸,愛食記部落客(425篇食記),0,"♥小廚師奇遇記/Taste Lab♥台北晶華酒店美食推薦.小廚師馬可波羅東遊記,結合3D投影與美食的用餐新體驗+ 2分享開啟食記›",
台北晶華酒店 Regent Taipei,5a8a95bf2261392c6301f951,兩隻小豬,愛食記部落客(54篇食記),4,台北晶華酒店，Robin's鐵板燒，肋眼牛排鮮嫰帶有嚼勁，情人節約會餐廳推薦！(近捷運中山站2號出口)+ 1分享開啟食記›,
台北晶華酒店 Regent Taipei,5592b3eb2756dd69576662db,沙拉飯團,愛食記部落客(129篇食記),0,世界上最小的廚師『晶華酒店-Taste Lab』小廚師馬可波羅東遊記/中山區美食+ 3分享開啟食記›,
台北晶華酒店 Regent Taipei,5620f9e12756dd2056c21c2c,ifunny艾方妮,愛食記部落客(813篇食記),0,晶華酒店5公分小廚師馬可波羅東遊記/最新菜色搭配酷炫3D投影+ 2分享開啟食記›,
台北晶華酒店 Regent Taipei,56b00f1c2756dd77913fc092,海綿飽飽,愛食記部落客(159篇食記),0,『台北晶華酒店Taste Lab/小廚師馬可波羅東遊記』12道絲路美饌搭配3D投影，視覺與味覺的極致饗宴！適合親子用餐or情侶約會(捷運中山站)+ 3分享開啟食記›,
台北晶華酒店 Regent Taipei,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,世界上最小的廚師— Le Petit Chef 3D投影美食饗宴「小廚師奇遇記」台北晶華酒店-Taste Lab+ 1分享開啟食記›,
台北晶華酒店 Regent Taipei,5b8750982261392c82f8c272,Somethingzoom Tc,愛食記部落客(18篇食記),4.5,椿 Tsubaki Salon(只到6月底 限定快閃店倒數)｜台北 中山站 晶華酒店 日系大人口味 北海道粉雪厚鬆餅 類舒芙蕾芒果交織蜂蜜 漂浮在口中的細雪表示讚賞分享開啟食記›,
台北晶華酒店 Regent Taipei,54b31693d4fdab26d1baf162,大手牽小手,愛食記部落客(902篇食記),0,台北最強最奢華的甜點盛宴，12間國際精品甜點一次到位！麗晶甜點大道Regent Sweet Street+ 1分享開啟食記›,
台北晶華酒店 Regent Taipei,55683c55699b6e558c44d50b,Athena娜娜🍦🍭🌸,愛食記部落客(310篇食記),0,中山站：Regent Taipei晶華酒店 X 小廚師奇遇記Le Petit Chef 食物美學表示讚賞分享開啟食記›,
台北晶華酒店 Regent Taipei,57edc3f9699b6e65f8235502,質人星球,愛食記部落客(165篇食記),0,光影共感．輕奢下午茶 by Le Petit Chef 世界上最小的廚師 @ 台北晶華酒店+ 1分享開啟食記›,
好好文化創意We&Me Cafe,55238e922756dd56b22e89ad,Clairegarden,愛食記部落客(482篇食記),0,We & Me Café~信義區下午茶之來點不一樣的早午餐吧表示讚賞分享開啟食記›,
好好文化創意We&Me Cafe,570b7fca2756dd2be4d751f5,Jeremy以食為天,愛食記部落客(626篇食記),4,We & Me Cafe -- 捷運市政府站附近文青風格全日早午餐兼咖啡館+ 1分享開啟食記›,
好好文化創意We&Me Cafe,54b7b20ad4fdab2063af6d3b,Mi Mi Mimi,銀級會員(28則評論),5,今天點了煎蛋捲的早午餐，青醬雞腿麵，明太子雞腿麵，西西里海鮮麵，最喜歡明太子麵奶味香濃配上明太子超好吃，份量十足，雞腿很嫩，海鮮麵蝦子很大隻，蛋捲很大一個煎的嫩嫩的，套餐加100的任選飲料跟單點飲料一樣大，甜點的紅豆大福也好吃，店內座位少，建議事先訂位，以免向隅+ 2分享,
好好文化創意We&Me Cafe,57aac3392756dd3c7f471fa1,Jing Huang,銀級會員(37則評論),0,下次來試試早午餐！表示讚賞分享,
好好文化創意We&Me Cafe,552932ca699b6e544a0e5e31,布蕾兒九個胃,愛食記部落客(132篇食記),4.5,好好文化創意We & Me Cafe‧排排站的干貝們！超濃郁燉飯/信義區下午茶in松菸表示讚賞分享開啟食記›,
好好文化創意We&Me Cafe,551ce6622756dd4c247b276a,小噗扒飯食記,愛食記部落客(209篇食記),5,"We & Me Cafe,信義區下午茶,近市政府站,市政府全日早午餐,平價,義式料理,無服務費,WiFi,活動包場,聚餐推薦+ 1分享開啟食記›",
好好文化創意We&Me Cafe,5a84c88722613977bad95d15,美食寶,愛食記部落客(180篇食記),5,We & Me Cafe-信義區下午茶/信義區早午餐推薦/捷運市政府站美食推薦/清新氣質文青咖啡廳/信義區義大利麵+ 1分享開啟食記›,
好好文化創意We&Me Cafe,54b68edad4fdab0139edd942,開朗少女,愛食記部落客(272篇食記),0,松菸早午餐 :: We & Me Cafe 我的快樂提案！來吃個歐式早午餐吧表示讚賞分享開啟食記›,
好好文化創意We&Me Cafe,54ddcf2a2756dd7ba618a9bc,Yang 楊,愛食記部落客(51篇食記),3,We & Me Cafe/全天候早午餐/文青咖啡廳/台北信義市政府美食/好好文創+ 2分享開啟食記›,
好好文化創意We&Me Cafe,5ae96f8423679c216f89c417,食八eatsteam,愛食記部落客(77篇食記),4.5,好好文化創意 We & Me Cafe 不限時全天候早午餐表示讚賞分享開啟食記›,
好好文化創意We&Me Cafe,5943f19c699b6e4429e317b9,Iris 夢遊仙境,愛食記部落客(119篇食記),0,We & Me Cafe｜信義區全天候供應早午餐，今天就讓台北101陪你一起吃早餐吧！+ 4分享開啟食記›,
好好文化創意We&Me Cafe,5ade0a7f2261396432e331a7,鴨子的歡樂城堡,愛食記部落客(189篇食記),4.5,好好文創 We & Me Cafe 信義區超舒適早午餐選擇 !!滿滿文藝氣息+餐食好好吃呢 !+ 3分享開啟食記›,
好好文化創意We&Me Cafe,5504061b2756dd5fc8560192,萍萍的美食記錄網,愛食記部落客(402篇食記),0,We & Me Cafe ~ 信義區早午餐❤️餐點份量大又美味/義大利麵/下午茶 - 捷運市政府站+ 4分享開啟食記›,
好好文化創意We&Me Cafe,5797032323679c70d1e7f61a,饅頭弟,愛食記部落客(350篇食記),5,We & Me Cafe／市政府捷運站～好姊妹們聚餐首選，大片落地窗還可以仰望101大樓，超美味早午餐／燉飯／義大利麵／甜點／飲料+ 5分享開啟食記›,
好好文化創意We&Me Cafe,539521c740d18d4f95017815,希薇亞の食在玩味,愛食記部落客(860篇食記),0,WE&ME Cafe 好好文創。市政府早午餐，美好一天的開始！+ 1分享開啟食記›,
好好文化創意We&Me Cafe,574baf6e2756dd6bedc6176e,小食日記,愛食記部落客(502篇食記),0,We&me Cafe｜台北信義區｜市政府街景就是妳的開胃菜+ 1分享開啟食記›,
好好文化創意We&Me Cafe,57487879699b6e2c3add7d1e,Bunny Lian,愛食記部落客(160篇食記),4.5,We & Me Cafe 好好文創 享受美好食刻 市政府/早午餐+ 1分享開啟食記›,
好好文化創意We&Me Cafe,56079d212756dd184f282124,茜的美食記,愛食記部落客(229篇食記),0,WE&ME CAFE 好好文創 市政府早午餐/文青風格/全天候早午餐供應/下午茶/免費WiFi服務/捷運市政府表示讚賞分享開啟食記›,
好好文化創意We&Me Cafe,5770ee4023679c42ac0c8195,生活就是要慢慢吃,愛食記部落客(168篇食記),4,We & Me Cafe 好好文創▷ 信義區全天候供應早午餐+ 2分享開啟食記›,
好好文化創意We&Me Cafe,5893629a2756dd5d27d8bd52,小米蟲的米缸,愛食記部落客(166篇食記),0,We & Me Cafe 結合書香與咖啡香的文青咖啡廳表示讚賞分享開啟食記›,
好好文化創意We&Me Cafe,55e80b0c2756dd0675346adb,寫食派Lexie's Blog,愛食記部落客(355篇食記),4,市政府早午餐 -好好文化創意 We & Me Cafe，咖啡廳推薦(菜單menu)+ 6分享開啟食記›,
好好文化創意We&Me Cafe,57f5efdf2756dd0265af02d7,Maggie的吃喝玩樂地圖*,愛食記部落客(98篇食記),3.5,全天候早午餐搭配璀璨迷人的窗景✦好好文創We&Me Cafe【台北信義區 | 餐廳】@ Maggie的吃喝玩樂地圖*+ 2分享開啟食記›,
好好文化創意We&Me Cafe,54b114cad4fdab6e505f89ec,淺藍,愛食記部落客(1325篇食記),0,淺藍 × We & Me Cafe～平價美味市政府早午餐，全天供應，聚餐好選擇+ 5分享開啟食記›,
好好文化創意We&Me Cafe,55e3c966699b6e0967779e10,全職狗保姆,愛食記部落客(18篇食記),0,好好文化創意 We & Me Cafe  義大利麵 燉飯  早午餐 文創 市政府站 忠孝東路 基隆路 松山高中 完整菜單 不正經食記 全職狗保姆+ 26分享開啟食記›,
好好文化創意We&Me Cafe,55b73953699b6e7548633b6d,奇奇一起玩樂趣,愛食記部落客(1211篇食記),0,We & Me Cafe-『市政府站』全日早午餐．下午茶．燉飯推薦+ 5分享開啟食記›,
好好文化創意We&Me Cafe,565685502756dd4e8bd24044,跟著Livia享受人生,愛食記部落客(521篇食記),0,市政府早午餐 好好文創 We & Me Cafe 文創咖啡廳/松菸餐廳/義大利麵/燉飯/鬆餅 ❤跟著Livia享受人生❤+ 3分享開啟食記›,
好好文化創意We&Me Cafe,562de59a699b6e639b5baa77,跟著羽諾吃喝玩樂去～,愛食記部落客(685篇食記),0,『好好文創We&Me Cafe』❤遙望101 享受簡單樸實的下午時光❤捷運市政府早午餐/下午茶/簡餐推薦 設有免費wifi 插座+ 5分享開啟食記›,
好好文化創意We&Me Cafe,551167ee2756dd0fca441399,妮妮女王,愛食記部落客(1657篇食記),0,WE&ME CAFE 好好文創-台北市政府站早午餐+ 3分享開啟食記›,
好好文化創意We&Me Cafe,56025b28699b6e2846d12415,貪食女孩 Louise,愛食記部落客(189篇食記),0,We & Me Cafe-文青書香小角落，還能遠眺101/松菸咖啡廳/松菸美食/市政府咖啡廳/台北文青咖啡廳/WIFI咖啡廳/市政府平價美食/市政府早午餐+ 8分享開啟食記›,
好好文化創意We&Me Cafe,5549c68b2756dd1e46f7395e,麥仔的生活日記,愛食記部落客(568篇食記),0,{食-台北} We & Me Cafe 好好文創｜好吃份量大cp值高的文青咖啡/早午餐推薦/不限時提供網路/近捷運市府站走路不用3分鐘+ 3分享開啟食記›,
好好文化創意We&Me Cafe,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,市政府 不只是早午餐 We & Me Cafe ♥ 加勒比海鮮燉飯x酸v戀愛感檸檬塔 ♥ + 1分享開啟食記›,
好好文化創意We&Me Cafe,5620f9e12756dd2056c21c2c,ifunny艾方妮,愛食記部落客(813篇食記),0,We & Me Cafe 好好文創~文青風早午餐 盡收台北101的窗景+ 5分享開啟食記›,
好好文化創意We&Me Cafe,5545a483699b6e0aab7c5cd1,簡妤蓁,銀級會員(29則評論),0,好吃😋表示讚賞分享,
好好文化創意We&Me Cafe,54caf05f2756dd1e7cf6774d,Dannis & Amy,紫級會員(474則評論),0,No.5 café名媛貴婦指定店 藍帶鬆餅 電視報導 捷運市政府附近下午茶 采茶文化堂出品表示讚賞分享開啟食記›,
好好文化創意We&Me Cafe,53af0b6ad4fdab13bc255e05,水晶安蹄,愛食記部落客(1094篇食記),0,No.5 Cafe Shop 看起來很厲害的藍帶金鑽鬆餅與松露燉飯好吃推薦！+ 4分享開啟食記›,
好好文化創意We&Me Cafe,5400a4cfd4fdab394df7a046,Fafa lin:發發零,愛食記部落客(472篇食記),0,We & Me Cafe (好好文創)。文創咖啡館 馬卡龍酥香不甜膩與精彩桌邊拉花+ 2分享開啟食記›,
好好文化創意We&Me Cafe,539fe1fe6f345b319c640474,雪嫩 Shannon,愛食記部落客(695篇食記),0,台北信義區[好好文化創意We&Me Cafe]早午餐、下午茶、甜點、輕食(捷運市政府站)+ 5分享開啟食記›,
好好文化創意We&Me Cafe,53e44810d4fdab32081d53ca,李小瑜,愛食記部落客(511篇食記),0,We & Me Cafe+ 1分享開啟食記›,
我家客家小館,54b604aed4fdab68baa88539,夢與幻的地圖,愛食記部落客(1516篇食記),0,我家客家小館傳承茶蝦飯│奇岩站美食│美食家徐天麟推薦的超美味聚餐合菜，茶蝦飯與醋溜魚片必吃!!+ 4分享開啟食記›,
我家客家小館,551d38302756dd4c23efe0a5,魯智深與二鍋頭,愛食記部落客(790篇食記),0,我家客家小館 傳承茶蝦飯.四訪新店面品合菜+ 3分享開啟食記›,
我家客家小館,578b05ce23679c2fce76669f,陳皮的日常,紫級會員(187則評論),4.5,我家客家小館 傳承茶蝦飯 客家小炒 茶蝦飯 酸筍蛋 鹹蒸蝦 鮮嫩多汁 捷運奇岩站+ 1分享開啟食記›,
我家客家小館,5504061b2756dd5fc8560192,萍萍的美食記錄網,愛食記部落客(402篇食記),0,我家 客家菜 ~ 北投客家菜推薦❤️茶蝦飯、大腸滷桂筍/避風塘炒蟹 - 捷運奇岩站+ 6分享開啟食記›,
我家客家小館,5943f09e699b6e108e8a511c,Angel Chang,銀級會員(27則評論),4.5,我家客家菜(茶蝦飯)+ 1分享開啟食記›,
我家客家小館,552335242756dd34a0f2ee53,小孤牛,愛食記部落客(673篇食記),0,我家客家菜+ 1分享開啟食記›,
我家客家小館,54bd013dd4fdab55fa939939,米兒情事,愛食記部落客(646篇食記),0,我家客家菜-樂天的謝媽媽，講究的家常菜表示讚賞分享開啟食記›,
虎次郎日式炸牛排,5955da72f5246812ae240857,賴可芙味的美食地圖,愛食記部落客(279篇食記),5,虎次郎日式炸牛排新光三越台北站前店-超夯日式炸牛排，人氣必點特級雪花牛燒肉定食表示讚賞分享開啟食記›,
虎次郎日式炸牛排,5933dab9699b6e01c06e9396,G子,愛食記部落客(144篇食記),4.5,"虎次郎日式炸牛排,炸冷藏黑牛霜降+炸鮪魚菲力,個人鐵盤燒烤自己決定肉吃幾分熟~雪花牛燒烤定食.新光三越台北站前店.北車美食-+ 4分享開啟食記›",
虎次郎日式炸牛排,580a3d06699b6e11ed1f0dc4,朵利斯,愛食記部落客(313篇食記),3,台北車站美食餐廳推薦-虎次郎日式炸牛排-新光三越桃園站前店-2018新開京都技術炸牛排X燒肉定食、牛肉丼飯套餐 + 2分享開啟食記›,
虎次郎日式炸牛排,58be2f44f5246843cbaa14e6,Ling’s 美食x幸福遊,愛食記部落客(77篇食記),4.5,高雄名店紅到台北啦!炸牛排及燒肉超推薦!虎次郎日式炸牛排(新光三越站前店)+ 8分享開啟食記›,
威尼斯義大利餐廳,596200f3f524683adf3686ef,凌翎,銀級會員(29則評論),0,肉口感非常好👍好吃！表示讚賞分享,
威尼斯義大利餐廳,5b1b7d3823679c2123c1dd67,David Chen,銀級會員(39則評論),4.5,一間人氣很旺的義大利料理餐廳，CP值超高的店家，處處可見老闆的用心，主菜 選擇性 也不少，沙拉吧 可無限自助享用。每組客人限時90分鐘。表示讚賞分享,
威尼斯義大利餐廳,550ed3242756dd59771bfae9,嵐嵐的饗樂生活誌,愛食記部落客(766篇食記),0,行天宮吃到飽 －【威尼斯義大利餐廳】 CP值高 點主餐即享有沙拉吧吃到飽+ 6分享開啟食記›,
威尼斯義大利餐廳,54af55bdd4fdab3a7313b982,花小豚和邦妮的藏寶圖,愛食記部落客(249篇食記),0,威尼斯義大利餐廳　俗俗就能吃到肚子歪掉　+ 10分享開啟食記›,
威尼斯義大利餐廳,5afec0e823679c75fdf626e7,Viva Sonnen,(1則評論),0,義大利麵非常好吃，最喜灣他們的起士培根義大利麵，濃郁但不膩口。玉米濃湯跟蘑菇濃湯也非常好吃。甜點推薦布朗尼加冰淇淋！表示讚賞分享,
威尼斯義大利餐廳,5922c427699b6e0507803cba,劉芮慈,(1則評論),5,威尼斯超好吃😋 老闆娘又親切又漂亮喲 + 2分享,
Drip Cafe 好滴咖啡,5dccd29c8c906d0a3ed4402d,Melissa Chu,(3則評論),4.5,這是一間蠻有特色的複合式餐飲店，有提供主食義大利麵，也有提供甜點可拿滋等，唯一美中不足的地方是環境、位置都很棒，不過處於鬧區，裡面的客人也都稍微活潑了點，坐在同一桌對話需要非常大聲，建議喜歡寧靜或有氛圍的客人，要考慮一下再前往用餐。表示讚賞分享,
Drip Cafe 好滴咖啡,5d0f7ef6226139214a0ee7b9,何祖儀,金級會員(77則評論),4,空間寬敞舒適，但高腳椅似乎不太符合人體工學。表示讚賞分享,
Drip Cafe 好滴咖啡,5a32fe1af524687fab9da3ad,下班一顆粽,愛食記部落客(61篇食記),4,好滴咖啡 芋頭可拿滋！台北站前店+ 2分享開啟食記›,
Drip Cafe 好滴咖啡,582c78aa699b6e69430f6a26,小班,愛食記部落客(318篇食記),3,台北中正—Drip Cafe 好滴｜少女心噴發的打卡排隊下午茶餐廳｜台北車站+ 1分享開啟食記›,
Drip Cafe 好滴咖啡,5cdbfc2323679c4fbd906657,MeiYin Lai,(1則評論),1,服務人員極差主餐不ok表示讚賞分享,
Drip Cafe 好滴咖啡,5b931cd523679c06e21f3844,廖越旖,銀級會員(34則評論),4.5,DRIP cafe适合逛街的时候坐下来休息一下的咖啡店☕️，我和舍友是被草莓可拿滋的图片吸引进来的。进来以后店员小姐姐告诉我们没人最少要点一杯喝的东西，用餐时间一个半小时。体验呢，就是草莓冰淇淋很棒，草莓味🍓奶味很浓，可拿滋很松脆可口，需要用小刀慢慢切着吃，吃到后面小腻，喝的东西味道一般般所以可以点价格低一些的+ 4分享,
Drip Cafe 好滴咖啡,5a8f8f19f524685a55665361,游小熊,愛食記部落客(152篇食記),4.5,台北車站附近的人氣咖啡館．Drip Cafe好滴咖啡-站前店+ 2分享開啟食記›,
Drip Cafe 好滴咖啡,5ab3aab823679c25db157349,Irene Chang,(10則評論),3.5,原味滴蛋仔+鮮果汁（蘋果搭鳳梨無糖去冰）～適合想減肥又斷不了甜食的你。不過如果皮再酥脆溫熱點，配上草莓鮮奶油會更完美表示讚賞分享,
Drip Cafe 好滴咖啡,55619755699b6e593f1ea53e,咖啡癮的加護病房,愛食記部落客(26篇食記),3,咖啡廳日記/ 好滴咖啡+ 5分享開啟食記›,
Drip Cafe 好滴咖啡,5a66b14323679c6e1820b53b,總務人員的食堂,紫級會員(179則評論),3,DRIP Cafe 好滴咖啡，工業風格與文藝氣質的結合體+ 1分享開啟食記›,
Drip Cafe 好滴咖啡,54aa8a07d4fdab4123ea6896,陳小沁,愛食記部落客(1227篇食記),0,好滴咖啡站前店｜座位多免排隊!台北車站美食推薦!+ 4分享開啟食記›,
Drip Cafe 好滴咖啡,54ddcf2a2756dd7ba618a9bc,Yang 楊,愛食記部落客(51篇食記),4,Drip Cafe 好滴咖啡 台北車站美食 招牌甜點可拿滋/站前店/店面大座位多+ 4分享開啟食記›,
Drip Cafe 好滴咖啡,592e3f29699b6e389abd298e,鈺棠食べます,金級會員(55則評論),4,超推滴蛋仔❤❤❤☺️+ 1分享,
Drip Cafe 好滴咖啡,54c6692c2756dd34973ebf5b,Black Little,金級會員(78則評論),4.5,不囉嗦 雖然這應該是甜點控的愛店。但古巴三明治不推我對不起我媽。+ 2分享,
Drip Cafe 好滴咖啡,557c63e8699b6e6e8855dee4,廖羚佑,金級會員(80則評論),5,可拿滋好吃奶油雞肉義大利麵大推表示讚賞分享,
Drip Cafe 好滴咖啡,55eb08c32756dd558a2d1318,三重菜菜子,愛食記部落客(195篇食記),0,好滴咖啡Drip Cafe(台北站前店)|戀夏繽紛水果飲、義式三杯雞肉麵(微辣)、鮮果冰淇淋雞蛋仔|店內低銷為每人一杯飲品+ 9分享開啟食記›,
Drip Cafe 好滴咖啡,5692838b699b6e12ed3e1845,Anna Chui,(7則評論),5,冰球咖啡歐蕾很有特色鮮果冰淇淋滴蛋仔+ 9分享,
Drip Cafe 好滴咖啡,58186b2623679c7fa4f11782,莊依靜,(5則評論),3,被部落客騙了⋯+ 2分享,
Drip Cafe 好滴咖啡,57776bcb2756dd671a93afa0,黃淑芬,(1則評論),0,推推推～讓人難忘的草莓可拿滋+ 2分享,
Drip Cafe 好滴咖啡,573405b82756dd7435aa9875,謝芷君,(8則評論),0,朋友請吃生日餐✨甜點好吸引我😍😍😍+ 2分享,
Drip Cafe 好滴咖啡,5394b07e40d18d3bb1e58b0a,Bernice 小芬,愛食記部落客(311篇食記),0,Drip Cafe 好滴 站前店限定的滴蛋仔（台北站前旗艦店）+ 7分享開啟食記›,
Drip Cafe 好滴咖啡,54f5808c2756dd3aa54a8920,朵拉の食酒歲,愛食記部落客(31篇食記),0,Drip Cafe 好滴咖啡（站前店）----草莓可拿滋還有限定の滴蛋仔～+ 22分享開啟食記›,
寅樂屋,5dd10c738c906d34d700c36e,Ching Chiang,(1則評論),5,「忙翻了，讓咖哩飯結束一天的疲勞好像也不錯。」室內空間確實狹小，可是暖色系裝飾風格和各種小物品的蒐集擺飾讓人覺得整個空間很溫馨。咖哩可以選擇要不要辣，也能選擇主食是白飯還是貝殼麵，對於喜歡吃咖哩的人會是很新鮮又特別的感受，因為咖哩吃起來像是燉出來的（沒看到他們怎麼煮的，可是在吧台大概看得到小部份的廚房，吃起來口感很豐富所以我猜是用燉的吧），有一些馬鈴薯的渣渣，可是就是這樣增加了米飯和醬汁以外的口感，濃濃的咖哩香隨著咖哩醬從湯匙流淌在舌尖的感受真的要吃過才知道！表示讚賞分享,
寅樂屋,5751520d2756dd42934d51e1,覓食屁,金級會員(68則評論),0,表示讚賞分享,
寅樂屋,5b74eda323679c105a873ab3,Elisa Yen,愛食記部落客(76篇食記),4.5,台北大安-[寅樂屋 TORARAKUYA] 近信義安和捷運站光復南信義交叉口，台式老油條混搭日式咖哩超對味，精緻優雅漂浮咖啡香氣迷人，居酒屋情調滿分隱密人氣美食表示讚賞分享開啟食記›,
寅樂屋,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,台北紅最久的咖哩店 寅樂屋 型男咖哩+ 1分享開啟食記›,
寅樂屋,5810236223679c26d5a87744,Mandy Hung,紫級會員(160則評論),3,位子不多，是一間充滿濃濃日式風格的咖哩店。可選擇豬肉或是牛肉咖喱，湯/飯/小菜需額外加購。吃起來覺得還好，個人覺得嚐鮮即可。+ 1分享,
寅樂屋,53cd5a20d4fdab46a82f6311,Rai Hu,銀級會員(35則評論),4.5,好吃+ 3分享,
寅樂屋,5cd6f91223679c44b1662fe7,程茉Helen,(6則評論),4.5,店裡的咖哩分為豬雞咖哩以及牛肉咖哩兩種，可以自由選擇要搭配白飯還是通心粉，再配上一顆半熟的荷包蛋，拌著咖哩非常下飯。如果想要增添口感，再額外加入老油條，完美詮釋我們與「餓」的距離！裝潢則是非常有古早的日式風格，想要拍出美照的話建議選擇吧檯區。而且日式咖哩多半以洋蔥、馬鈴薯、胡蘿蔔及蘋果等營養價值高的蔬果為基底，口感濃郁偏甜又不失咖哩的原味。+ 7分享,
寅樂屋,54d968772756dd763ed6040b,麻糬公主,愛食記部落客(275篇食記),0,寅樂屋：彷彿在復古日本食堂享用道地日式咖哩@信義安和站/寅樂屋菜單/台北咖哩+ 1分享開啟食記›,
寅樂屋,5b419e9523679c6bfe0ef0a6,白歆云,(1則評論),3,東西普通 價格太高表示讚賞分享,
寅樂屋,54e2d1612756dd2d9432baaa,隨裕而安,愛食記部落客(529篇食記),0,寅樂屋咖哩飯 熱門排隊小店 信義安和美食推薦+ 1分享開啟食記›,
寅樂屋,59d3c3142261396604f49510,林智妮,(1則評論),0,餐點非常普通，味噌湯尤其空虛+ 1分享,
寅樂屋,539fb8f96f345b319c6400ed,Ching Hui Chen,銀級會員(47則評論),3.5,Nice ~+ 3分享,
寅樂屋,58e2027bf5246818cde19b14,王新宜,(8則評論),4,咖喱口味不錯，但牛肉咖喱稍辣+ 1分享,
寅樂屋,58ebbcf2f524687b0b832c88,莫卡,銀級會員(25則評論),5,很用心的料理，簡單不浮誇，咖哩好好吃，兩種口味都很棒哦！+ 2分享,
寅樂屋,5898802e699b6e4a0d87de57,PY Ofwork,金級會員(87則評論),3,服務佳，但餐點普通表示讚賞分享,
寅樂屋,57ebd79e2756dd4c8209e678,謝愛雯,銀級會員(32則評論),3,醬很好吃 不知道有沒有加咖哩塊 但肉很少 口感普通 cp值不算高+ 1分享,
寅樂屋,563e4f092756dd4333a2eb2e,餅乾人生Cookie Life,愛食記部落客(569篇食記),0,寅樂屋咖啡咖哩小食堂TORARAKUYA-TAIPEI 日式特色老房，除了咖哩飯還是咖哩飯+ 4分享開啟食記›,
寅樂屋,574baf6e2756dd6bedc6176e,小食日記,愛食記部落客(502篇食記),0,寅樂屋 Torarakuya-Taipei｜台北大安區｜信義安和站+ 6分享開啟食記›,
寅樂屋,552cf4632756dd722504d6ef,橘子狗,愛食記部落客(1311篇食記),0,寅樂屋咖啡咖哩小食堂 延吉街│信義安和站：隱藏延吉街日式昭和老屋三代傳承咖哩老味道 香醇老虎巧克力成熟風味絕妙搭配日式牛肉咖哩好味道！位置不多遇客滿需要排隊等待！(下午兩點後開始供應咖啡酒水及其他飲品)+ 5分享開啟食記›,
寅樂屋,55dc11a3699b6e4b680fe980,路西達走透透旅行手札,愛食記部落客(401篇食記),0,寅樂屋 珈琲．咖哩+ 6分享開啟食記›,
寅樂屋,5661e9552756dd64c031525e,默默,(1則評論),4,好吃表示讚賞分享,
